"代號","名稱","市場","股價日期","當日走勢","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","PER","PBR","一個月走勢圖","三個月走勢圖","半年走勢圖","一年走勢圖","三年走勢圖"
="1101","台泥","市","06/23","    ","34.9","0","0%","2,651","92.4","34.9","34.85","34.95","34.7","18.5","1.2","    ","    ","    ","    ","    "
="1102","亞泥","市","06/23","    ","26.35","-0.15","-0.57%","2,079","54.9","26.5","26.5","26.65","26.2","22.3","0.73","    ","    ","    ","    ","    "
="1103","嘉泥","市","06/23","    ","10.9","-0.05","-0.46%","241","2.63","10.95","10.95","11","10.9","68.1","0.47","    ","    ","    ","    ","    "
="1104","環泥","市","06/23","    ","24.6","0","0%","435","10.7","24.6","24.6","24.65","24.5","9.5","0.96","    ","    ","    ","    ","    "
="1108","幸福","市","06/23","    ","9.43","0","0%","745","7.03","9.43","9.44","9.45","9.41","16.5","0.8","    ","    ","    ","    ","    "
="1109","信大","市","06/23","    ","10.4","-0.05","-0.48%","81","0.84","10.45","10.4","10.4","10.4","19.3","0.73","    ","    ","    ","    ","    "
="1110","東泥","市","06/23","    ","15.4","-0.05","-0.32%","35","0.54","15.45","15.25","15.4","15.2","513","1.02","    ","    ","    ","    ","    "
="1201","味全","市","06/23","    ","18.5","-0.15","-0.8%","365","6.76","18.65","18.65","18.65","18.45","","2.07","    ","    ","    ","    ","    "
="1203","味王","市","06/23","    ","25","0","0%","19","0.47","25","25","25","24.8","14","1.35","    ","    ","    ","    ","    "
="1210","大成","市","06/23","    ","32.5","-0.5","-1.52%","2,614","85.4","33","32.9","33.1","32.5","10.8","1.47","    ","    ","    ","    ","    "
="1213","大飲","市","06/23","    ","17","-0.05","-0.29%","23","0.4","17.05","17.1","17.1","16.9","63","1.38","    ","    ","    ","    ","    "
="1215","卜蜂","市","06/23","    ","75.7","+0.2","+0.26%","2,579","194","75.5","75.3","76","74.3","14.3","3.05","    ","    ","    ","    ","    "
="1216","統一","市","06/23","    ","60.6","+0.1","+0.17%","10,060","609","60.5","60.5","60.9","60.2","23.5","3.6","    ","    ","    ","    ","    "
="1217","愛之味","市","06/23","    ","7.58","-0.01","-0.13%","399","3.03","7.59","7.6","7.62","7.58","33","0.71","    ","    ","    ","    ","    "
="1218","泰山","市","06/23","    ","16.4","-0.35","-2.09%","2,300","38.1","16.75","16.75","16.75","16.4","78.1","1.6","    ","    ","    ","    ","    "
="1219","福壽","市","06/23","    ","16.65","+0.05","+0.3%","12","0.19","16.6","16.55","16.65","16.55","34.7","1.37","    ","    ","    ","    ","    "
="1220","台榮","市","06/23","    ","10.8","+0.05","+0.47%","122","1.32","10.75","10.75","10.8","10.75","13.5","0.85","    ","    ","    ","    ","    "
="1225","福懋油","市","06/23","    ","52.3","-1.1","-2.06%","22","1.13","53.4","52.9","52.9","52.3","30.8","3.49","    ","    ","    ","    ","    "
="1227","佳格","市","06/23","    ","80.8","+0.2","+0.25%","769","61.9","80.6","80.8","80.8","80","30.4","4.88","    ","    ","    ","    ","    "
="1229","聯華","市","06/23","    ","27.5","0","0%","797","21.9","27.5","27.55","27.55","27.45","11","1.11","    ","    ","    ","    ","    "
="1231","聯華食","市","06/23","    ","35.4","-0.15","-0.42%","224","7.97","35.55","35.65","35.75","35.4","13","1.77","    ","    ","    ","    ","    "
="1232","大統益","市","06/23","    ","94.3","-0.4","-0.42%","31","2.89","94.7","94.6","94.6","94","17","3.84","    ","    ","    ","    ","    "
="1233","天仁","市","06/23","    ","36.95","-0.05","-0.14%","46","1.71","37","36.8","37.15","36.8","20.4","2.35","    ","    ","    ","    ","    "
="1234","黑松","市","06/23","    ","33.35","-0.35","-1.04%","114","3.81","33.7","33.7","33.7","33.3","12.1","0.75","    ","    ","    ","    ","    "
="1235","興泰","市","06/23","    ","28.8","+0.05","+0.17%","26","0.73","28.75","28.75","28.8","28.5","9.44","0.54","    ","    ","    ","    ","    "
="1236","宏亞","市","06/23","    ","17.4","-0.05","-0.29%","13","0.23","17.45","17.4","17.5","17.4","52.7","1.04","    ","    ","    ","    ","    "
="1256","鮮活果汁-KY","市","06/23","    ","135.5","-0.5","-0.37%","45","6.13","136","137","137.5","135.5","16","4","    ","    ","    ","    ","    "
="1262","綠悅-KY","市","06/23","    ","124.5","-3.5","-2.73%","1,046","132","128","129","129.5","124.5","9.61","1.8","    ","    ","    ","    ","    "
="1301","台塑","市","06/23","    ","91.5","+0.5","+0.55%","5,480","503","91","91","92","91","13.4","1.84","    ","    ","    ","    ","    "
="1303","南亞","市","06/23","    ","72.8","+0.3","+0.41%","7,171","522","72.5","72.6","73","72.5","10.6","1.68","    ","    ","    ","    ","    "
="1304","台聚","市","06/23","    ","15.25","+0.05","+0.33%","601","9.15","15.2","15.25","15.3","15.2","13","0.88","    ","    ","    ","    ","    "
="1305","華夏","市","06/23","    ","28.3","-0.3","-1.05%","919","26.1","28.6","28.5","28.6","28.25","8.23","1.75","    ","    ","    ","    ","    "
="1307","三芳","市","06/23","    ","38.05","-0.5","-1.3%","1,134","43.4","38.55","38.6","38.8","38","12.7","1.72","    ","    ","    ","    ","    "
="1308","亞聚","市","06/23","    ","18.95","0","0%","394","7.46","18.95","18.95","19","18.8","13.2","0.99","    ","    ","    ","    ","    "
="1309","台達化","市","06/23","    ","9.5","-0.02","-0.21%","278","2.65","9.52","9.52","9.57","9.5","19","0.91","    ","    ","    ","    ","    "
="1310","台苯","市","06/23","    ","24.4","+0.05","+0.21%","5,533","135","24.35","24.3","24.4","24.2","8.97","1.63","    ","    ","    ","    ","    "
="1312","國喬","市","06/23","    ","20.65","+0.15","+0.73%","2,740","56.6","20.5","20.5","20.8","20.5","7.3","1.02","    ","    ","    ","    ","    "
="1313","聯成","市","06/23","    ","13.35","0","0%","670","8.92","13.35","13.35","13.4","13.25","11.1","0.83","    ","    ","    ","    ","    "
="1314","中石化","市","06/23","    ","11.2","0","0%","3,854","43.3","11.2","11.25","11.3","11.2","160","0.5","    ","    ","    ","    ","    "
="1315","達新","市","06/23","    ","25.4","-0.35","-1.36%","52","1.32","25.75","25.55","25.55","25.35","17.9","0.67","    ","    ","    ","    ","    "
="1316","上曜","市","06/23","    ","24.95","-0.15","-0.6%","87","2.17","25.1","25.25","25.25","24.85","","2.24","    ","    ","    ","    ","    "
="1319","東陽","市","06/23","    ","53.5","-0.3","-0.56%","2,021","108","53.8","54.1","54.2","53.4","13.7","1.64","    ","    ","    ","    ","    "
="1321","大洋","市","06/23","    ","25.8","-0.1","-0.39%","47","1.21","25.9","25.8","25.9","25.7","","1.19","    ","    ","    ","    ","    "
="1323","永裕","市","06/23","    ","33.05","0","0%","29","0.97","33.05","33.2","33.2","33.05","11.2","1.71","    ","    ","    ","    ","    "
="1324","地球","市","06/23","    ","13.05","-0.05","-0.38%","20","0.26","13.1","13.1","13.1","13.05","7.91","0.92","    ","    ","    ","    ","    "
="1325","恆大","市","06/23","    ","20.9","0","0%","17","0.35","20.9","21.1","21.1","20.7","22.7","1.04","    ","    ","    ","    ","    "
="1326","台化","市","06/23","    ","92.1","0","0%","6,527","601","92.1","92.1","92.5","92.1","11","1.63","    ","    ","    ","    ","    "
="1337","再生-KY","市","06/23","    ","13.5","+0.3","+2.27%","1,964","26.5","13.2","13.3","13.65","13.25","10","0.38","    ","    ","    ","    ","    "
="1338","廣華-KY","市","06/23","    ","107.5","+2","+1.9%","1,412","151","105.5","105.5","108.5","105.5","13.2","1.48","    ","    ","    ","    ","    "
="1339","昭輝","市","06/23","    ","46.6","-0.35","-0.75%","174","8.13","46.95","46.6","47.3","46.5","14.6","1.16","    ","    ","    ","    ","    "
="1340","勝悅-KY","市","06/23","    ","53.2","+0.5","+0.95%","491","26.2","52.7","53","53.6","53","7.62","1.06","    ","    ","    ","    ","    "
="1402","遠東新","市","06/23","    ","24.05","0","0%","4,066","97.6","24.05","24.1","24.3","23.85","19.1","0.68","    ","    ","    ","    ","    "
="1409","新纖","市","06/23","    ","9.04","+0.11","+1.23%","3,830","34.8","8.93","8.95","9.17","8.91","22","0.56","    ","    ","    ","    ","    "
="1410","南染","市","06/23","    ","24.5","-0.05","-0.2%","69","1.69","24.55","24.6","24.75","24.4","16.9","1.43","    ","    ","    ","    ","    "
="1413","宏洲","市","06/23","    ","6.51","+0.03","+0.46%","110","0.71","6.48","6.47","6.65","6.42","","1.11","    ","    ","    ","    ","    "
="1414","東和","市","06/23","    ","6.6","+0.01","+0.15%","185","1.22","6.59","6.6","6.62","6.58","","0.47","    ","    ","    ","    ","    "
="1416","廣豐","市","06/23","    ","27.6","0","0%","264","7.28","27.6","27.6","27.65","27.5","6.37","1.13","    ","    ","    ","    ","    "
="1417","嘉裕","市","06/23","    ","4.9","+0.02","+0.41%","289","1.41","4.88","4.85","4.91","4.85","","0.5","    ","    ","    ","    ","    "
="1418","東華","市","06/23","    ","5.8","-0.17","-2.85%","27","0.15","5.97","5.8","5.9","5.8","","2.89","    ","    ","    ","    ","    "
="1419","新紡","市","06/23","    ","41","0","0%","0.0","0","41","41","41","41","105","1.57","    ","    ","    ","    ","    "
="1423","利華","市","06/23","    ","6.93","-0.07","-1%","393","2.75","7","6.99","7.01","6.93","173","0.47","    ","    ","    ","    ","    "
="1432","大魯閣","市","06/23","    ","14.9","+0.2","+1.36%","79","1.18","14.7","14.8","14.95","14.7","","1.25","    ","    ","    ","    ","    "
="1434","福懋","市","06/23","    ","30.25","-0.15","-0.49%","1,269","38.5","30.4","30.4","30.5","30.2","15.6","0.79","    ","    ","    ","    ","    "
="1435","中福","市","06/23","    ","5.32","-0.06","-1.12%","48","0.26","5.38","5.34","5.34","5.32","","0.71","    ","    ","    ","    ","    "
="1436","華友聯","市","06/23","    ","38.05","0","0%","30","1.15","38.05","38.05","38.05","38.05","30.2","1.25","    ","    ","    ","    ","    "
="1437","勤益控","市","06/23","    ","18.1","+0.2","+1.12%","138","2.48","17.9","18.15","18.15","18","7.02","0.68","    ","    ","    ","    ","    "
="1438","裕豐","市","06/23","    ","5","0","0%","2","0.01","5","5","5","5","","0.95","    ","    ","    ","    ","    "
="1439","中和","市","06/23","    ","22.7","-0.05","-0.22%","234","5.31","22.75","22.75","22.75","22.5","78.3","1.06","    ","    ","    ","    ","    "
="1440","南紡","市","06/23","    ","13.5","+0.05","+0.37%","823","11.1","13.45","13.45","13.55","13.4","33.8","0.89","    ","    ","    ","    ","    "
="1441","大東","市","06/23","    ","7.95","0","0%","32","0.25","7.95","7.84","8","7.83","","1.06","    ","    ","    ","    ","    "
="1442","名軒","市","06/23","    ","22.1","-0.15","-0.67%","126","2.78","22.25","22.1","22.15","21.95","7.65","1.08","    ","    ","    ","    ","    "
="1443","立益","市","06/23","    ","5.7","-0.09","-1.55%","51","0.29","5.79","5.75","5.75","5.7","","0.75","    ","    ","    ","    ","    "
="1444","力麗","市","06/23","    ","8.25","+0.28","+3.51%","4,144","34","7.97","8.07","8.28","8.07","","0.74","    ","    ","    ","    ","    "
="1445","大宇","市","06/23","    ","8.85","+0.04","+0.45%","94","0.83","8.81","8.82","8.87","8.8","25.3","0.64","    ","    ","    ","    ","    "
="1446","宏和","市","06/23","    ","23.6","+0.2","+0.85%","92","2.15","23.4","23.4","23.6","23.4","94.4","1.84","    ","    ","    ","    ","    "
="1447","力鵬","市","06/23","    ","8.09","+0.1","+1.25%","1,561","12.6","7.99","8","8.15","8","","0.7","    ","    ","    ","    ","    "
="1449","佳和","市","06/23","    ","5.55","-0.05","-0.89%","27","0.15","5.6","5.6","5.6","5.5","","1.03","    ","    ","    ","    ","    "
="1451","年興","市","06/23","    ","25.7","-0.1","-0.39%","170","4.37","25.8","25.8","25.85","25.65","16.5","1.05","    ","    ","    ","    ","    "
="1452","宏益","市","06/23","    ","26.4","+1.3","+5.18%","9,955","262","25.1","25.4","26.9","25.3","15.8","1.42","    ","    ","    ","    ","    "
="1453","大將","市","06/23","    ","8.47","+0.13","+1.56%","227","1.91","8.34","8.42","8.47","8.32","","0.77","    ","    ","    ","    ","    "
="1454","台富","市","06/23","    ","8.37","0","0%","86","0.72","8.37","8.4","8.41","8.37","22","0.67","    ","    ","    ","    ","    "
="1455","集盛","市","06/23","    ","9.14","+0.16","+1.78%","9,422","85.8","8.98","9","9.16","9","13.6","0.72","    ","    ","    ","    ","    "
="1456","怡華","市","06/23","    ","11","+0.1","+0.92%","36","0.39","10.9","10.9","11","10.8","15.3","0.91","    ","    ","    ","    ","    "
="1457","宜進","市","06/23","    ","10.8","+0.2","+1.89%","4,706","51.1","10.6","10.65","11.05","10.65","51.4","0.72","    ","    ","    ","    ","    "
="1459","聯發","市","06/23","    ","8.37","+0.17","+2.07%","511","4.24","8.2","8.24","8.37","8.23","","0.83","    ","    ","    ","    ","    "
="1460","宏遠","市","06/23","    ","16.25","-0.05","-0.31%","291","4.75","16.3","16.3","16.35","16.25","15.8","1.47","    ","    ","    ","    ","    "
="1463","強盛","市","06/23","    ","28.9","+0.1","+0.35%","740","21.3","28.8","29","29","28.7","5.04","1.7","    ","    ","    ","    ","    "
="1464","得力","市","06/23","    ","29.2","+0.4","+1.39%","2,752","80.9","28.8","28.75","29.8","28.75","21","1.94","    ","    ","    ","    ","    "
="1465","偉全","市","06/23","    ","12.9","+0.1","+0.78%","19","0.24","12.8","12.85","13","12.8","26.9","0.78","    ","    ","    ","    ","    "
="1466","聚隆","市","06/23","    ","11.9","-0.15","-1.24%","59","0.71","12.05","12.05","12.15","11.8","","0.75","    ","    ","    ","    ","    "
="1467","南緯","市","06/23","    ","10.3","+0.15","+1.48%","418","4.34","10.15","10.2","10.55","10.2","","1.04","    ","    ","    ","    ","    "
="1468","昶和","市","06/23","    ","10.25","-0.25","-2.38%","20","0.21","10.5","10.6","10.7","10.2","","1.55","    ","    ","    ","    ","    "
="1469","理隆","市","06/23","    ","14.05","0","0%","0","0","14.05","14.05","14.05","14.05","","1.05","    ","    ","    ","    ","    "
="1470","大統染","市","06/23","    ","18.05","0","0%","0","0","18.05","18.05","18.05","18.05","38.4","1.61","    ","    ","    ","    ","    "
="1471","首利","市","06/23","    ","5.07","+0.05","+1%","325","1.63","5.02","5.07","5.08","4.99","","0.63","    ","    ","    ","    ","    "
="1472","三洋紡","市","06/23","    ","14.9","0","0%","158","2.36","14.9","14.9","15","14.8","","2.96","    ","    ","    ","    ","    "
="1473","台南","市","06/23","    ","25.95","-0.05","-0.19%","90","2.33","26","26.05","26.05","25.8","35.1","0.96","    ","    ","    ","    ","    "
="1474","弘裕","市","06/23","    ","11.5","+0.05","+0.44%","188","2.17","11.45","11.5","11.6","11.5","13.2","0.8","    ","    ","    ","    ","    "
="1475","本盟","市","06/23","    ","21.1","+0.1","+0.48%","47","0.99","21","20.6","21.85","20.55","","3.81","    ","    ","    ","    ","    "
="1476","儒鴻","市","06/23","    ","357","-2","-0.56%","1,341","478","359","358.5","358.5","351","29.3","6.35","    ","    ","    ","    ","    "
="1477","聚陽","市","06/23","    ","146","+1","+0.69%","2,269","332","145","147","148.5","145","25.3","3.47","    ","    ","    ","    ","    "
="1503","士電","市","06/23","    ","41","0","0%","42","1.71","41","41.05","41.2","41","16.7","0.99","    ","    ","    ","    ","    "
="1504","東元","市","06/23","    ","29.2","0","0%","1,918","55.8","29.2","29.2","29.2","29","17.4","1.15","    ","    ","    ","    ","    "
="1506","正道","市","06/23","    ","25.45","+0.05","+0.2%","291","7.38","25.4","25.6","25.6","25.25","84.8","2.54","    ","    ","    ","    ","    "
="1507","永大","市","06/23","    ","53.1","+0.1","+0.19%","527","27.9","53","53","53.2","52.8","15","1.87","    ","    ","    ","    ","    "
="1512","瑞利","市","06/23","    ","13.3","+1.2","+9.92%","3,498","46.5","12.1","13.3","13.3","13.3","","2.28","    ","    ","    ","    ","    "
="1513","中興電","市","06/23","    ","19.25","0","0%","120","2.31","19.25","19.25","19.35","19.15","17.3","1.08","    ","    ","    ","    ","    "
="1514","亞力","市","06/23","    ","10.25","+0.1","+0.99%","871","8.97","10.15","10.25","10.4","10.2","93.2","0.76","    ","    ","    ","    ","    "
="1515","力山","市","06/23","    ","23","-0.3","-1.29%","1,255","28.9","23.3","23.35","23.55","22.95","38.3","1.85","    ","    ","    ","    ","    "
="1516","川飛","市","06/23","    ","16.25","-0.05","-0.31%","1,937","32.9","16.3","16.8","17.9","16.2","41.7","1.36","    ","    ","    ","    ","    "
="1517","利奇","市","06/23","    ","10.35","0","0%","231","2.39","10.35","10.35","10.4","10.25","","0.73","    ","    ","    ","    ","    "
="1519","華城","市","06/23","    ","17.4","+0.1","+0.58%","121","2.09","17.3","17.3","17.4","17.2","14.2","1.38","    ","    ","    ","    ","    "
="1521","大億","市","06/23","    ","85.9","+0.7","+0.82%","249","21.4","85.2","85.5","86","85.2","13.7","3.32","    ","    ","    ","    ","    "
="1522","堤維西","市","06/23","    ","32.85","+0.1","+0.31%","1,519","49.9","32.75","32.9","33.05","32.6","9.89","1.57","    ","    ","    ","    ","    "
="1524","耿鼎","市","06/23","    ","11.6","+0.35","+3.11%","2,962","34.6","11.25","11.3","12","11.25","11.5","0.99","    ","    ","    ","    ","    "
="1525","江申","市","06/23","    ","114","-1","-0.87%","71","8.1","115","115","115","113.5","15.8","2.37","    ","    ","    ","    ","    "
="1526","日馳","市","06/23","    ","19","-0.35","-1.81%","617","11.8","19.35","19.5","19.75","18.85","18.8","1.49","    ","    ","    ","    ","    "
="1527","鑽全","市","06/23","    ","88.2","-0.6","-0.68%","181","16","88.8","88.8","89","87.9","24.8","3.84","    ","    ","    ","    ","    "
="1528","恩德","市","06/23","    ","10.4","-0.15","-1.42%","233","2.44","10.55","10.55","10.6","10.4","31.5","0.82","    ","    ","    ","    ","    "
="1529","樂士","市","06/23","    ","3.2","-0.1","-3.03%","13","0.04","3.3","3.02","3.2","3.02","","3.17","    ","    ","    ","    ","    "
="1530","亞崴","市","06/23","    ","31.35","-0.45","-1.42%","50","1.57","31.8","31.7","31.7","31.2","33.4","1.16","    ","    ","    ","    ","    "
="1531","高林股","市","06/23","    ","20.1","0","0%","131","2.65","20.1","20.1","20.3","20","33","0.99","    ","    ","    ","    ","    "
="1532","勤美","市","06/23","    ","30.2","-0.35","-1.15%","656","19.8","30.55","30.5","30.5","30","11.8","0.98","    ","    ","    ","    ","    "
="1533","車王電","市","06/23","    ","39.65","-0.25","-0.63%","53","2.1","39.9","40","40.3","39.65","117","1.82","    ","    ","    ","    ","    "
="1535","中宇","市","06/23","    ","43.65","-0.3","-0.68%","42","1.85","43.95","43.95","44","43.65","27.6","1.72","    ","    ","    ","    ","    "
="1536","和大","市","06/23","    ","146.5","-1.5","-1.01%","1,634","241","148","149","150","146","33.4","5.75","    ","    ","    ","    ","    "
="1537","廣隆","市","06/23","    ","162","-0.5","-0.31%","213","34.5","162.5","162.5","163","161","14.5","3.6","    ","    ","    ","    ","    "
="1538","正峰新","市","06/23","    ","8.55","-0.07","-0.81%","705","6.14","8.62","8.65","8.89","8.51","","1.22","    ","    ","    ","    ","    "
="1539","巨庭","市","06/23","    ","22.5","-0.05","-0.22%","37","0.83","22.55","22.5","22.65","22.45","13.7","1.36","    ","    ","    ","    ","    "
="1540","喬福","市","06/23","    ","15.25","-0.15","-0.97%","17","0.25","15.4","15.15","15.4","15.15","1525","0.94","    ","    ","    ","    ","    "
="1541","錩泰","市","06/23","    ","50.6","+0.1","+0.2%","26","1.32","50.5","50.8","50.8","50.2","15.9","3.15","    ","    ","    ","    ","    "
="1558","伸興","市","06/23","    ","144.5","0","0%","144","20.8","144.5","145","145","144","12.9","1.98","    ","    ","    ","    ","    "
="1560","中砂","市","06/23","    ","77.4","-0.4","-0.51%","749","58.2","77.8","77.8","78.6","77.3","18.5","2.78","    ","    ","    ","    ","    "
="1568","倉佑","市","06/23","    ","41.6","+0.05","+0.12%","4,287","182","41.55","42.1","43.15","41.6","25.5","2.78","    ","    ","    ","    ","    "
="1582","信錦","市","06/23","    ","70.5","+0.2","+0.28%","333","23.4","70.3","70.2","70.5","70.2","11.6","1.95","    ","    ","    ","    ","    "
="1583","程泰","市","06/23","    ","62.2","-0.1","-0.16%","25","1.56","62.3","62.4","62.8","62","39.4","1.81","    ","    ","    ","    ","    "
="1589","永冠-KY","市","06/23","    ","87.8","+0.4","+0.46%","431","37.8","87.4","88.2","88.2","87.1","13.3","1.13","    ","    ","    ","    ","    "
="1590","亞德客-KY","市","06/23","    ","349.5","+4.5","+1.3%","1,201","421","345","347","354.5","346","29.7","5.8","    ","    ","    ","    ","    "
="1592","英瑞-KY","市","06/23","    ","49","+0.05","+0.1%","152","7.46","48.95","49.4","49.4","48.8","12","1.59","    ","    ","    ","    ","    "
="1598","岱宇","市","06/23","    ","38.1","+0.1","+0.26%","43","1.64","38","38","38.15","38","24.9","1.69","    ","    ","    ","    ","    "
="1603","華電","市","06/23","    ","25.8","-0.05","-0.19%","98","2.52","25.85","25.6","25.9","25.55","13.2","0.84","    ","    ","    ","    ","    "
="1604","聲寶","市","06/23","    ","17.45","0","0%","211","3.67","17.45","17.5","17.5","17.4","13","1.17","    ","    ","    ","    ","    "
="1605","華新","市","06/23","    ","12.85","-0.1","-0.77%","3,723","48.1","12.95","12.95","13.05","12.85","9.45","0.67","    ","    ","    ","    ","    "
="1608","華榮","市","06/23","    ","9.2","-0.03","-0.33%","309","2.84","9.23","9.2","9.2","9.16","18.4","0.54","    ","    ","    ","    ","    "
="1609","大亞","市","06/23","    ","6.2","-0.01","-0.16%","609","3.79","6.21","6.23","6.26","6.2","17.2","0.55","    ","    ","    ","    ","    "
="1611","中電","市","06/23","    ","7.92","-0.02","-0.25%","78","0.62","7.94","7.94","7.97","7.91","","0.74","    ","    ","    ","    ","    "
="1612","宏泰","市","06/23","    ","9.7","+0.04","+0.41%","119","1.15","9.66","9.66","9.7","9.6","19.8","0.67","    ","    ","    ","    ","    "
="1614","三洋電","市","06/23","    ","25.1","0","0%","21","0.53","25.1","25.1","25.1","25","23.7","1.25","    ","    ","    ","    ","    "
="1615","大山","市","06/23","    ","11.9","-0.05","-0.42%","122","1.46","11.95","11.95","12.05","11.9","12","0.88","    ","    ","    ","    ","    "
="1616","億泰","市","06/23","    ","5.53","-0.01","-0.18%","149","0.82","5.54","5.51","5.53","5.45","55.3","0.62","    ","    ","    ","    ","    "
="1617","榮星","市","06/23","    ","9.12","+0.02","+0.22%","32","0.29","9.1","9.04","9.12","9.03","15.2","0.84","    ","    ","    ","    ","    "
="1618","合機","市","06/23","    ","8.4","0","0%","30","0.25","8.4","8.38","8.4","8.38","35","0.51","    ","    ","    ","    ","    "
="1626","艾美特-KY","市","06/23","    ","30.5","-0.7","-2.24%","67","2.07","31.2","31.2","31.2","30.5","13","1.45","    ","    ","    ","    ","    "
="1701","中化","市","06/23","    ","19.35","+0.4","+2.11%","2,003","38.6","18.95","19.05","19.4","19.05","18.8","1.04","    ","    ","    ","    ","    "
="1702","南僑","市","06/23","    ","63","+0.2","+0.32%","449","28.3","62.8","62.8","63.4","62.8","13.8","2.9","    ","    ","    ","    ","    "
="1704","榮化","市","06/23","    ","42","+0.1","+0.24%","852","35.8","41.9","42","42.1","41.8","9.05","1.36","    ","    ","    ","    ","    "
="1707","葡萄王","市","06/23","    ","202","+4.5","+2.28%","3,291","668","197.5","198.5","206","198.5","21.4","5.5","    ","    ","    ","    ","    "
="1708","東鹼","市","06/23","    ","28.25","-0.15","-0.53%","307","8.66","28.4","28.4","28.4","28.2","9.54","1.03","    ","    ","    ","    ","    "
="1709","和益","市","06/23","    ","20","+0.2","+1.01%","431","8.58","19.8","19.85","20","19.8","11.2","1.24","    ","    ","    ","    ","    "
="1710","東聯","市","06/23","    ","24","-0.3","-1.23%","1,552","37.2","24.3","24.3","24.3","23.85","","1.52","    ","    ","    ","    ","    "
="1711","永光","市","06/23","    ","18.6","-0.1","-0.53%","315","5.89","18.7","18.75","18.85","18.6","25.1","1.32","    ","    ","    ","    ","    "
="1712","興農","市","06/23","    ","15.85","0","0%","1,159","18.3","15.85","15.85","15.85","15.8","11.1","0.98","    ","    ","    ","    ","    "
="1713","國化","市","06/23","    ","16.15","-0.1","-0.62%","6","0.1","16.25","16.25","16.25","16.1","24.5","1.06","    ","    ","    ","    ","    "
="1714","和桐","市","06/23","    ","8.05","-0.06","-0.74%","869","7.01","8.11","8.11","8.11","8.02","20.6","0.72","    ","    ","    ","    ","    "
="1715","萬洲","市","06/23","    ","10.25","-0.05","-0.49%","160","1.65","10.3","10.3","10.3","10.25","","0.73","    ","    ","    ","    ","    "
="1717","長興","市","06/23","    ","33.4","+0.1","+0.3%","740","24.7","33.3","33.3","33.45","33.3","14.4","1.84","    ","    ","    ","    ","    "
="1718","中纖","市","06/23","    ","8.2","-0.03","-0.36%","2,374","19.5","8.23","8.22","8.27","8.18","","0.46","    ","    ","    ","    ","    "
="1720","生達","市","06/23","    ","34.7","-0.7","-1.98%","1,308","45.8","35.4","35.35","35.7","34.55","19.5","1.66","    ","    ","    ","    ","    "
="1721","三晃","市","06/23","    ","14.1","-0.1","-0.7%","183","2.59","14.2","14.3","14.3","14.1","17","1.28","    ","    ","    ","    ","    "
="1722","台肥","市","06/23","    ","40.35","-0.1","-0.25%","739","29.9","40.45","40.45","40.55","40.3","134","0.79","    ","    ","    ","    ","    "
="1723","中碳","市","06/23","    ","117","+0.5","+0.43%","272","31.9","116.5","116.5","117.5","116.5","25.6","4.03","    ","    ","    ","    ","    "
="1724","台硝","市","06/23","    ","16","0","0%","49","0.78","16","16.05","16.05","15.85","14.7","1.02","    ","    ","    ","    ","    "
="1725","元禎","市","06/23","    ","14.1","-0.05","-0.35%","11","0.16","14.15","14.15","14.15","14.1","11.8","0.93","    ","    ","    ","    ","    "
="1726","永記","市","06/23","    ","83.9","+0.1","+0.12%","9","0.75","83.8","84.2","84.2","83.4","13.3","1.63","    ","    ","    ","    ","    "
="1727","中華化","市","06/23","    ","12.9","+0.1","+0.78%","73","0.94","12.8","12.8","12.95","12.8","15.5","0.98","    ","    ","    ","    ","    "
="1730","花仙子","市","06/23","    ","41.5","-0.25","-0.6%","125","5.21","41.75","41.5","41.8","41.5","13.3","2.08","    ","    ","    ","    ","    "
="1731","美吾華","市","06/23","    ","14.1","0","0%","194","2.73","14.1","14.1","14.15","14.05","19","1.07","    ","    ","    ","    ","    "
="1732","毛寶","市","06/23","    ","12.55","-0.05","-0.4%","19","0.24","12.6","12.6","12.6","12.5","","1.3","    ","    ","    ","    ","    "
="1733","五鼎","市","06/23","    ","34.7","+0.3","+0.87%","211","7.32","34.4","34.7","34.9","34.4","","2.05","    ","    ","    ","    ","    "
="1734","杏輝","市","06/23","    ","22.45","-0.05","-0.22%","375","8.5","22.5","22.7","22.95","22.45","160","1.24","    ","    ","    ","    ","    "
="1735","日勝化","市","06/23","    ","12.65","+0.15","+1.2%","50","0.63","12.5","12.6","12.65","12.6","21.4","0.89","    ","    ","    ","    ","    "
="1736","喬山","市","06/23","    ","38.85","-0.3","-0.77%","223","8.74","39.15","39.3","39.6","38.8","16.5","1.47","    ","    ","    ","    ","    "
="1737","臺鹽","市","06/23","    ","30.25","0","0%","175","5.32","30.25","30.4","30.4","30.25","17.3","1","    ","    ","    ","    ","    "
="1762","中化生","市","06/23","    ","24.55","+0.05","+0.2%","156","3.83","24.5","24.5","24.85","24.45","61.4","1.08","    ","    ","    ","    ","    "
="1773","勝一","市","06/23","    ","66.2","+0.9","+1.38%","270","17.8","65.3","65.5","66.6","65.5","12.2","2.26","    ","    ","    ","    ","    "
="1776","展宇","市","06/23","    ","22.5","0","0%","16","0.36","22.5","22.35","22.65","22.35","17.9","1.34","    ","    ","    ","    ","    "
