"代號","名稱","市場","股價日期","當日走勢","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","PER","PBR","一個月走勢圖","三個月走勢圖","半年走勢圖","一年走勢圖","三年走勢圖"
="3579","尚志","市","06/23","    ","12.15","+0.35","+2.97%","180","2.17","11.8","11.95","12.2","11.85","","0.61","    ","    ","    ","    ","    "
="3583","辛耘","市","06/23","    ","54.4","+0.4","+0.74%","279","15.2","54","54.5","55.1","53.8","19.4","2.06","    ","    ","    ","    ","    "
="3588","通嘉","市","06/23","    ","29.3","-0.2","-0.68%","30","0.88","29.5","29.4","29.4","29.2","17.1","1.11","    ","    ","    ","    ","    "
="3591","艾笛森","市","06/23","    ","14.25","-0.2","-1.38%","126","1.8","14.45","14.4","14.5","14.25","","0.56","    ","    ","    ","    ","    "
="3593","力銘","市","06/23","    ","10.3","-0.1","-0.96%","55","0.57","10.4","10.2","10.3","10.2","","1.86","    ","    ","    ","    ","    "
="3596","智易","市","06/23","    ","52.2","-0.4","-0.76%","807","42.3","52.6","52.9","52.9","52.1","8.47","1.14","    ","    ","    ","    ","    "
="3605","宏致","市","06/23","    ","28.1","-0.7","-2.43%","1,390","39.4","28.8","28.85","28.95","28","19.9","0.89","    ","    ","    ","    ","    "
="3607","谷崧","市","06/23","    ","29.55","-0.1","-0.34%","115","3.4","29.65","29.85","29.85","29.5","","0.67","    ","    ","    ","    ","    "
="3617","碩天","市","06/23","    ","96.5","+0.1","+0.1%","35","3.38","96.4","96.4","96.9","96.3","11.6","1.9","    ","    ","    ","    ","    "
="3622","洋華","市","06/23","    ","13.3","-0.1","-0.75%","378","5.04","13.4","13.4","13.4","13.3","","0.51","    ","    ","    ","    ","    "
="3645","達邁","市","06/23","    ","42.25","+0.05","+0.12%","947","40.1","42.2","42.6","42.65","41.85","15.8","2.37","    ","    ","    ","    ","    "
="3653","健策","市","06/23","    ","83.7","-1.8","-2.11%","4,246","364","85.5","88","88.3","83.7","42.3","2.07","    ","    ","    ","    ","    "
="3661","世芯-KY","市","06/23","    ","60.8","-0.8","-1.3%","741","45.2","61.6","61.3","61.5","60.8","","1.5","    ","    ","    ","    ","    "
="3665","貿聯-KY","市","06/23","    ","217.5","-1.5","-0.68%","1,952","427","219","221","223","217","24.6","4.02","    ","    ","    ","    ","    "
="3669","圓展","市","06/23","    ","22.05","0","0%","157","3.47","22.05","22.05","22.5","21.6","16.2","0.83","    ","    ","    ","    ","    "
="3673","TPK-KY","市","06/23","    ","95","+1.8","+1.93%","10,433","986","93.2","94","95.4","93","","1.15","    ","    ","    ","    ","    "
="3679","新至陞","市","06/23","    ","89.1","-0.5","-0.56%","45","4.02","89.6","89.6","89.6","89.1","11.3","1.52","    ","    ","    ","    ","    "
="3682","亞太電","市","06/23","    ","10.35","-0.15","-1.43%","14,399","151","10.5","10.55","10.65","10.25","","1.3","    ","    ","    ","    ","    "
="3686","達能","市","06/23","    ","6.63","+0.02","+0.3%","780","5.19","6.61","6.63","6.72","6.62","","0.67","    ","    ","    ","    ","    "
="3694","海華","市","06/23","    ","13.85","-0.05","-0.36%","135","1.87","13.9","13.9","14","13.75","42","1.17","    ","    ","    ","    ","    "
="3698","隆達","市","06/23","    ","18.4","-0.1","-0.54%","659","12.1","18.5","18.5","18.6","18.25","","0.84","    ","    ","    ","    ","    "
="3701","大眾控","市","06/23","    ","6.55","+0.15","+2.34%","82","0.54","6.4","6.56","6.59","6.47","10.7","1.36","    ","    ","    ","    ","    "
="3702","大聯大","市","06/23","    ","40.5","+0.3","+0.75%","5,056","204","40.2","40.2","40.5","40","12.6","1.46","    ","    ","    ","    ","    "
="3703","欣陸","市","06/23","    ","11.35","-0.1","-0.87%","500","5.69","11.45","11.4","11.45","11.35","11.1","0.42","    ","    ","    ","    ","    "
="3704","合勤控","市","06/23","    ","15.05","0","0%","322","4.86","15.05","15.05","15.2","15","","0.8","    ","    ","    ","    ","    "
="3705","永信","市","06/23","    ","43.55","-0.15","-0.34%","138","6.02","43.7","43.7","43.8","43.5","17","1.96","    ","    ","    ","    ","    "
="3706","神達","市","06/23","    ","38.5","-0.05","-0.13%","2,779","107","38.55","38.6","38.7","38.2","9.92","0.9","    ","    ","    ","    ","    "
="3708","上緯投控","市","06/23","    ","66.3","0","0%","77","5.11","66.3","66.3","66.8","66.1","114","1.59","    ","    ","    ","    ","    "
="4104","佳醫","市","06/23","    ","49.4","+0.1","+0.2%","681","33.6","49.3","49.5","49.8","49","16.3","0.97","    ","    ","    ","    ","    "
="4106","雃博","市","06/23","    ","31.45","+0.15","+0.48%","314","9.91","31.3","31.5","31.75","31.4","25.8","1.71","    ","    ","    ","    ","    "
="4108","懷特","市","06/23","    ","28.6","-0.4","-1.38%","652","18.8","29","29","29.2","28.6","","2.54","    ","    ","    ","    ","    "
="4119","旭富","市","06/23","    ","71.4","0","0%","310","22.3","71.4","71.9","72.2","71.4","18.2","1.82","    ","    ","    ","    ","    "
="4133","亞諾法","市","06/23","    ","34.75","+0.25","+0.72%","189","6.54","34.5","34.5","34.75","34.15","40.4","1.72","    ","    ","    ","    ","    "
="4137","麗豐-KY","市","06/23","    ","140","-0.5","-0.36%","510","71.7","140.5","139.5","142.5","139","22","3.23","    ","    ","    ","    ","    "
="4141","龍燈-KY","市","06/23","    ","31.8","-0.1","-0.31%","195","6.22","31.9","31.8","32","31.6","44.2","0.8","    ","    ","    ","    ","    "
="4142","國光生","市","06/23","    ","21.55","0","0%","305","6.56","21.55","21.6","21.7","21.45","","1.87","    ","    ","    ","    ","    "
="4144","康聯-KY","市","06/23","    ","43.3","-0.2","-0.46%","79","3.44","43.5","43.5","43.7","43.3","12.9","1.54","    ","    ","    ","    ","    "
="4148","全宇生技-KY","市","06/23","    ","68.2","-0.6","-0.87%","643","43.8","68.8","68.3","68.9","67.5","14.7","2.88","    ","    ","    ","    ","    "
="4164","承業醫","市","06/23","    ","46.1","+2.7","+6.22%","2,952","137","43.4","43.8","47.6","43.8","28.5","1.29","    ","    ","    ","    ","    "
="4190","佐登-KY","市","06/23","    ","73.5","-0.9","-1.21%","175","13","74.4","75","75.3","73.5","16.8","3.01","    ","    ","    ","    ","    "
="4306","炎洲","市","06/23","    ","12.9","0","0%","232","2.98","12.9","12.9","12.9","12.75","","0.83","    ","    ","    ","    ","    "
="4414","如興","市","06/23","    ","18.65","-0.1","-0.53%","4,652","87.1","18.75","18.8","18.85","18.65","","2.57","    ","    ","    ","    ","    "
="4426","利勤","市","06/23","    ","91.7","+3.9","+4.44%","6,029","556","87.8","88.8","93.8","88.8","20.3","3.84","    ","    ","    ","    ","    "
="4438","廣越","市","06/23","    ","172","+4","+2.38%","374","63.7","168","170","172","168","29.2","2.85","    ","    ","    ","    ","    "
="4526","東台","市","06/23","    ","21.45","+0.05","+0.23%","158","3.4","21.4","21.55","21.65","21.4","","1.03","    ","    ","    ","    ","    "
="4532","瑞智","市","06/23","    ","33.8","-0.3","-0.88%","1,341","45.4","34.1","34.1","34.1","33.7","12.9","2.11","    ","    ","    ","    ","    "
="4536","拓凱","市","06/23","    ","105","-0.5","-0.47%","45","4.74","105.5","105.5","105.5","105","14.5","2.13","    ","    ","    ","    ","    "
="4545","銘鈺","市","06/23","    ","35.5","0","0%","59","2.09","35.5","35.45","35.85","35.45","20.3","1.43","    ","    ","    ","    ","    "
="4551","智伸科","市","06/23","    ","148","-2","-1.33%","114","16.8","150","149","149.5","146.5","23.8","4.43","    ","    ","    ","    ","    "
="4552","力達-KY","市","06/23","    ","114.5","+0.5","+0.44%","255","29.3","114","115","115.5","114","12","2.37","    ","    ","    ","    ","    "
="4555","氣立","市","06/23","    ","61.7","0","0%","12","0.74","61.7","62.4","62.4","61.5","34.7","1.61","    ","    ","    ","    ","    "
="4557","永新-KY","市","06/23","    ","82.5","-0.1","-0.12%","156","12.8","82.6","83","83.1","81.8","11.3","2.26","    ","    ","    ","    ","    "
="4560","強信-KY","市","06/23","    ","39.9","+1.4","+3.64%","749","29.5","38.5","38.5","39.95","38.3","15.6","2.04","    ","    ","    ","    ","    "
="4720","德淵","市","06/23","    ","14.25","+0.1","+0.71%","21","0.3","14.15","14.2","14.3","14.15","21.9","1.16","    ","    ","    ","    ","    "
="4722","國精化","市","06/23","    ","31.8","+0.05","+0.16%","185","5.88","31.75","31.8","31.85","31.7","10.1","1.3","    ","    ","    ","    ","    "
="4725","信昌化","市","06/23","    ","20.95","-0.05","-0.24%","241","5.05","21","21","21.2","20.9","","1.74","    ","    ","    ","    ","    "
="4737","華廣","市","06/23","    ","71.2","-1.1","-1.52%","84","6.05","72.3","73.5","73.5","71.2","22.8","1.77","    ","    ","    ","    ","    "
="4746","台耀","市","06/23","    ","88.2","+0.7","+0.8%","816","72","87.5","87.7","88.8","87.6","18.3","1.88","    ","    ","    ","    ","    "
="4755","三福化","市","06/23","    ","32","+0.15","+0.47%","30","0.96","31.85","32","32.1","31.95","9.2","1.04","    ","    ","    ","    ","    "
="4763","材料-KY","市","06/23","    ","177.5","-0.5","-0.28%","49","8.72","178","179","179","176.5","28.8","6.24","    ","    ","    ","    ","    "
="4904","遠傳","市","06/23","    ","79","0","0%","6,610","519","79","78.7","79.4","78.2","22.9","3.48","    ","    ","    ","    ","    "
="4906","正文","市","06/23","    ","29","-0.5","-1.69%","2,902","84.5","29.5","29.45","29.65","29","12.7","1.06","    ","    ","    ","    ","    "
="4912","聯德控股-KY","市","06/23","    ","176","-1.5","-0.85%","179","31.9","177.5","177.5","180.5","176","47.8","5.16","    ","    ","    ","    ","    "
="4915","致伸","市","06/23","    ","66.7","+1.2","+1.83%","3,630","242","65.5","65.9","67.8","65.9","15.2","2.69","    ","    ","    ","    ","    "
="4916","事欣科","市","06/23","    ","33.3","-0.2","-0.6%","328","10.9","33.5","33.5","33.5","33.2","19.4","2.04","    ","    ","    ","    ","    "
="4919","新唐","市","06/23","    ","44.15","-0.7","-1.56%","1,057","46.8","44.85","44.85","44.85","44","14.7","2.65","    ","    ","    ","    ","    "
="4927","泰鼎-KY","市","06/23","    ","29.65","+0.05","+0.17%","129","3.81","29.6","29.65","29.65","29.45","15.4","0.93","    ","    ","    ","    ","    "
="4930","燦星網","市","06/23","    ","14.35","+0.05","+0.35%","128","1.82","14.3","14.15","14.4","14.15","","0.46","    ","    ","    ","    ","    "
="4934","太極","市","06/23","    ","12.55","+0.05","+0.4%","1,720","21.8","12.5","12.65","12.8","12.55","","0.91","    ","    ","    ","    ","    "
="4935","茂林-KY","市","06/23","    ","48.05","-0.2","-0.41%","285","13.7","48.25","48.4","48.4","47.75","9.08","1.01","    ","    ","    ","    ","    "
="4938","和碩","市","06/23","    ","96.9","-0.4","-0.41%","4,112","399","97.3","97.3","97.3","96.7","13.1","1.7","    ","    ","    ","    ","    "
="4942","嘉彰","市","06/23","    ","24.85","+0.1","+0.4%","10","0.25","24.75","24.7","24.85","24.7","12.3","0.55","    ","    ","    ","    ","    "
="4943","康控-KY","市","06/23","    ","141.5","+1","+0.71%","1,022","143","140.5","141","141.5","138","122","5.32","    ","    ","    ","    ","    "
="4952","凌通","市","06/23","    ","40.45","-0.15","-0.37%","360","14.6","40.6","40.65","40.75","40.25","11.3","2.01","    ","    ","    ","    ","    "
="4956","光鋐","市","06/23","    ","21.35","-0.4","-1.84%","1,318","28.5","21.75","22","22.05","21.35","39.5","1.07","    ","    ","    ","    ","    "
="4958","臻鼎-KY","市","06/23","    ","73","-0.8","-1.08%","3,548","259","73.8","73.5","73.6","72.6","16.8","1.6","    ","    ","    ","    ","    "
="4960","奇美材","市","06/23","    ","14.4","-0.3","-2.04%","4,689","68.6","14.7","14.8","14.9","14.4","","0.73","    ","    ","    ","    ","    "
="4968","立積","市","06/23","    ","118.5","-7","-5.58%","890","108","125.5","126","126.5","118.5","85.9","7.22","    ","    ","    ","    ","    "
="4976","佳凌","市","06/23","    ","37","-0.05","-0.13%","1,447","53.9","37.05","37.1","37.7","36.95","","2.9","    ","    ","    ","    ","    "
="4977","眾達-KY","市","06/23","    ","105.5","+3","+2.93%","4,317","455","102.5","102.5","109","101.5","17.1","3.86","    ","    ","    ","    ","    "
="4984","科納-KY","市","06/23","    ","47","-0.2","-0.42%","253","11.9","47.2","47.2","47.4","46.6","8.87","1.21","    ","    ","    ","    ","    "
="4994","傳奇","市","06/23","    ","69.3","-1.3","-1.84%","92","6.41","70.6","70.9","71","69.1","","5.1","    ","    ","    ","    ","    "
="4999","鑫禾","市","06/23","    ","54.5","-0.5","-0.91%","117","6.42","55","55","55.5","54.3","9.25","1.35","    ","    ","    ","    ","    "
="5007","三星","市","06/23","    ","51.1","-0.6","-1.16%","187","9.57","51.7","51.7","51.7","51","13.5","2.51","    ","    ","    ","    ","    "
="5203","訊連","市","06/23","    ","66","-0.3","-0.45%","68","4.52","66.3","66.3","66.3","65.9","24.4","1.46","    ","    ","    ","    ","    "
="5215","科嘉-KY","市","06/23","    ","33.25","-0.65","-1.92%","418","13.9","33.9","33.9","33.9","33","25.8","1.01","    ","    ","    ","    ","    "
="5225","東科-KY","市","06/23","    ","30.35","+0.05","+0.17%","16","0.49","30.3","30.5","30.5","30.35","14.2","1.32","    ","    ","    ","    ","    "
="5234","達興材料","市","06/23","    ","45.85","-0.15","-0.33%","176","8.09","46","46.15","46.6","45.75","10.8","1.93","    ","    ","    ","    ","    "
="5243","乙盛-KY","市","06/23","    ","47.4","+0.2","+0.42%","1,713","82.3","47.2","47.45","48.65","47.3","21.1","1.43","    ","    ","    ","    ","    "
="5258","虹堡","市","06/23","    ","38.5","-0.1","-0.26%","85","3.28","38.6","38.6","38.6","38.3","9.44","1.82","    ","    ","    ","    ","    "
="5259","清惠","市","06/23","    ","4","0","0%","0.0","0","4","4","4","4","","3.08","    ","    ","    ","    ","    "
="5264","鎧勝-KY","市","06/23","    ","102","-1","-0.97%","3,037","315","103","103.5","105","101.5","15.6","1.26","    ","    ","    ","    ","    "
="5269","祥碩","市","06/23","    ","319.5","-1.5","-0.47%","217","69.5","321","320","323.5","318.5","45.2","10.9","    ","    ","    ","    ","    "
="5284","jpp-KY","市","06/23","    ","64.5","+0.5","+0.78%","13","0.83","64","64.9","64.9","63.7","15.5","1.84","    ","    ","    ","    ","    "
="5285","界霖","市","06/23","    ","44.35","-0.2","-0.45%","98","4.36","44.55","44.2","44.6","44.2","23.6","2.17","    ","    ","    ","    ","    "
="5288","豐祥-KY","市","06/23","    ","94.1","+0.3","+0.32%","341","31.8","93.8","93.8","94.2","92.7","13.9","2.45","    ","    ","    ","    ","    "
="5305","敦南","市","06/23","    ","32.8","-0.05","-0.15%","1,417","46.3","32.85","33.1","33.1","32.35","20.6","1.4","    ","    ","    ","    ","    "
="5388","中磊","市","06/23","    ","79.7","+0.1","+0.13%","1,980","158","79.6","80.1","80.3","79.7","13.7","2.67","    ","    ","    ","    ","    "
="5434","崇越","市","06/23","    ","92.9","-1.1","-1.17%","327","30.4","94","94","94","92.9","13.2","2.34","    ","    ","    ","    ","    "
="5469","瀚宇博","市","06/23","    ","16.4","-0.25","-1.5%","551","9.08","16.65","16.65","16.7","16.4","7.07","0.61","    ","    ","    ","    ","    "
="5471","松翰","市","06/23","    ","33.55","-0.45","-1.32%","239","8.06","34","34.2","34.2","33.5","19.8","1.87","    ","    ","    ","    ","    "
="5484","慧友","市","06/23","    ","5.77","+0.01","+0.17%","48","0.27","5.76","5.76","5.8","5.7","","0.69","    ","    ","    ","    ","    "
="5515","建國","市","06/23","    ","9.22","+0.01","+0.11%","36","0.33","9.21","9.21","9.23","9.21","51.2","0.64","    ","    ","    ","    ","    "
="5519","隆大","市","06/23","    ","11.25","+0.05","+0.45%","59","0.67","11.2","11.2","11.3","11.2","6.58","0.66","    ","    ","    ","    ","    "
="5521","工信","市","06/23","    ","11.65","-0.25","-2.1%","605","7.1","11.9","11.9","11.9","11.65","40.2","0.96","    ","    ","    ","    ","    "
="5522","遠雄","市","06/23","    ","42.55","+0.05","+0.12%","402","17","42.5","42.5","42.55","42.3","10.7","0.81","    ","    ","    ","    ","    "
="5525","順天","市","06/23","    ","14.2","0","0%","73","1.04","14.2","14.25","14.25","14.05","67.6","0.89","    ","    ","    ","    ","    "
="5531","鄉林","市","06/23","    ","10.75","-0.1","-0.92%","222","2.4","10.85","10.85","10.9","10.75","59.7","0.88","    ","    ","    ","    ","    "
="5533","皇鼎","市","06/23","    ","15.2","+0.05","+0.33%","432","6.55","15.15","15.15","15.2","15","25.8","0.6","    ","    ","    ","    ","    "
="5534","長虹","市","06/23","    ","68.4","-0.6","-0.87%","874","60","69","69.6","69.6","68.2","7.1","1.53","    ","    ","    ","    ","    "
="5538","東明-KY","市","06/23","    ","31","-0.1","-0.32%","9","0.28","31.1","31.2","31.3","31","9.66","1.48","    ","    ","    ","    ","    "
="5607","遠雄港","市","06/23","    ","14.1","-0.05","-0.35%","23","0.32","14.15","14.15","14.15","14.1","11.8","0.69","    ","    ","    ","    ","    "
="5608","四維航","市","06/23","    ","9.24","-0.12","-1.28%","284","2.63","9.36","9.3","9.31","9.23","","0.57","    ","    ","    ","    ","    "
="5706","鳳凰","市","06/23","    ","35.8","+0.25","+0.7%","52","1.85","35.55","35.55","36","35.55","14.2","2.08","    ","    ","    ","    ","    "
="5871","中租-KY","市","06/23","    ","84.6","+0.6","+0.71%","5,018","425","84","84.5","85.5","84","12.4","2.39","    ","    ","    ","    ","    "
="5880","合庫金","市","06/23","    ","15.7","0","0%","8,654","136","15.7","15.7","15.75","15.65","13.3","0.94","    ","    ","    ","    ","    "
="5906","台南-KY","市","06/23","    ","5.01","-0.17","-3.28%","4","0.02","5.18","5.34","5.34","5.01","","1.24","    ","    ","    ","    ","    "
="5907","大洋-KY","市","06/23","    ","26.35","0","0%","281","7.4","26.35","26.5","26.55","26.2","10","0.53","    ","    ","    ","    ","    "
="6005","群益證","市","06/23","    ","9.95","-0.02","-0.2%","798","7.96","9.97","9.97","10","9.93","14","0.72","    ","    ","    ","    ","    "
="6108","競國","市","06/23","    ","30.75","-0.3","-0.97%","897","27.7","31.05","30.95","31.2","30.75","9.35","1.34","    ","    ","    ","    ","    "
="6112","聚碩","市","06/23","    ","30.75","+0.1","+0.33%","225","6.91","30.65","30.7","31","30.6","12.3","1.48","    ","    ","    ","    ","    "
="6115","鎰勝","市","06/23","    ","48.9","-0.1","-0.2%","303","14.9","49","49.05","49.5","48.9","13.6","1.73","    ","    ","    ","    ","    "
="6116","彩晶","市","06/23","    ","8.44","-0.01","-0.12%","28,086","238","8.45","8.44","8.51","8.43","4.02","0.7","    ","    ","    ","    ","    "
="6117","迎廣","市","06/23","    ","18.3","+0.1","+0.55%","14","0.25","18.2","18","18.3","17.95","","1.19","    ","    ","    ","    ","    "
="6120","達運","市","06/23","    ","13.45","0","0%","281","3.78","13.45","13.5","13.5","13.35","19.8","0.77","    ","    ","    ","    ","    "
="6128","上福","市","06/23","    ","41.5","-0.2","-0.48%","108","4.45","41.7","41.6","41.6","41.2","11.1","2.03","    ","    ","    ","    ","    "
="6131","悠克","市","06/23","    ","16","0","0%","3,022","48.3","16","16","16.05","15.7","","1.98","    ","    ","    ","    ","    "
="6133","金橋","市","06/23","    ","9.4","0","0%","3","0.03","9.4","9.4","9.4","9.4","118","0.73","    ","    ","    ","    ","    "
="6136","富爾特","市","06/23","    ","25.3","+0.05","+0.2%","154","3.9","25.25","25.3","25.35","25.25","10.7","0.97","    ","    ","    ","    ","    "
="6139","亞翔","市","06/23","    ","35.3","-0.65","-1.81%","2,270","80.6","35.95","36.2","36.2","35.25","12.7","1.04","    ","    ","    ","    ","    "
="6141","柏承","市","06/23","    ","18.8","+0.1","+0.53%","2,852","53.7","18.7","18.7","19","18.6","","1.49","    ","    ","    ","    ","    "
="6142","友勁","市","06/23","    ","8.16","-0.03","-0.37%","488","4","8.19","8.2","8.22","8.16","","0.69","    ","    ","    ","    ","    "
="6145","勁永","市","06/23","    ","13.3","-0.25","-1.85%","1,166","15.6","13.55","13.55","13.6","13.3","","0.97","    ","    ","    ","    ","    "
="6152","百一","市","06/23","    ","9.51","-0.02","-0.21%","129","1.23","9.53","9.5","9.58","9.49","238","0.74","    ","    ","    ","    ","    "
="6153","嘉聯益","市","06/23","    ","20.7","-0.4","-1.9%","1,788","37.2","21.1","20.95","21","20.7","62.7","0.9","    ","    ","    ","    ","    "
="6155","鈞寶","市","06/23","    ","18.95","-0.35","-1.81%","334","6.39","19.3","19.5","19.5","18.85","42.1","1.2","    ","    ","    ","    ","    "
="6164","華興","市","06/23","    ","14.35","+0.2","+1.41%","723","10.3","14.15","14.15","14.35","14.15","11","1.12","    ","    ","    ","    ","    "
="6165","捷泰","市","06/23","    ","56.8","-3.2","-5.33%","1,170","68","60","60","60.4","56.5","","6.57","    ","    ","    ","    ","    "
="6166","凌華","市","06/23","    ","64.2","-1.3","-1.98%","395","25.5","65.5","65","65.4","64.2","35.1","3.04","    ","    ","    ","    ","    "
="6168","宏齊","市","06/23","    ","10.45","-0.1","-0.95%","317","3.34","10.55","10.6","10.7","10.45","","0.85","    ","    ","    ","    ","    "
="6172","互億","市","06/23","    ","12.8","-1.3","-9.22%","30","0.39","14.1","13.05","13.1","12.8","67.4","1.31","    ","    ","    ","    ","    "
="6176","瑞儀","市","06/23","    ","67.7","-0.8","-1.17%","3,245","221","68.5","68.5","68.7","67.7","9.11","1.41","    ","    ","    ","    ","    "
="6177","達麗","市","06/23","    ","25.35","+0.05","+0.2%","266","6.76","25.3","25.45","25.75","25.35","33.4","1.45","    ","    ","    ","    ","    "
="6183","關貿","市","06/23","    ","27.75","+0.75","+2.78%","11","0.3","27","27","27.75","27","20","2","    ","    ","    ","    ","    "
="6184","大豐電","市","06/23","    ","38.3","-0.35","-0.91%","26","1.02","38.65","38.65","38.75","38.3","","1.43","    ","    ","    ","    ","    "
="6189","豐藝","市","06/23","    ","30.45","-0.05","-0.16%","157","4.79","30.5","30.5","30.5","30.4","15.5","1.51","    ","    ","    ","    ","    "
="6191","精成科","市","06/23","    ","11","-0.05","-0.45%","348","3.83","11.05","11.05","11.1","10.95","12.4","0.53","    ","    ","    ","    ","    "
="6192","巨路","市","06/23","    ","61.5","-0.2","-0.32%","140","8.61","61.7","61.5","61.7","61.1","13.2","1.71","    ","    ","    ","    ","    "
="6196","帆宣","市","06/23","    ","41.9","-0.4","-0.95%","1,086","45.7","42.3","42.35","42.4","41.9","13.6","1.47","    ","    ","    ","    ","    "
="6197","佳必琪","市","06/23","    ","31.1","-0.15","-0.48%","180","5.63","31.25","31.25","31.45","31.1","12.4","1.46","    ","    ","    ","    ","    "
="6201","亞弘電","市","06/23","    ","33.4","-0.1","-0.3%","52","1.74","33.5","33.5","33.5","33.3","10.8","1.23","    ","    ","    ","    ","    "
="6202","盛群","市","06/23","    ","57","-0.3","-0.52%","499","28.5","57.3","57.2","57.4","56.9","16.1","3.15","    ","    ","    ","    ","    "
="6205","詮欣","市","06/23","    ","38.7","-0.2","-0.51%","244","9.47","38.9","39.1","39.15","38.7","12.2","1.66","    ","    ","    ","    ","    "
="6206","飛捷","市","06/23","    ","99.9","-0.1","-0.1%","139","13.8","100","100","100","99.3","18.6","3.16","    ","    ","    ","    ","    "
="6209","今國光","市","06/23","    ","27.2","-0.15","-0.55%","675","18.4","27.35","27.5","27.5","27.1","389","1.21","    ","    ","    ","    ","    "
="6213","聯茂","市","06/23","    ","43.6","-0.3","-0.68%","527","22.9","43.9","44","44","43.3","13.4","1.91","    ","    ","    ","    ","    "
="6214","精誠","市","06/23","    ","63.6","-0.4","-0.62%","363","23.1","64","64","64.2","63.5","11.6","1.23","    ","    ","    ","    ","    "
="6215","和椿","市","06/23","    ","13.75","-0.1","-0.72%","113","1.56","13.85","13.85","13.9","13.75","34.4","1.02","    ","    ","    ","    ","    "
="6216","居易","市","06/23","    ","31.55","0","0%","164","5.18","31.55","31.55","31.7","31.5","11.5","1.75","    ","    ","    ","    ","    "
="6224","聚鼎","市","06/23","    ","63.6","0","0%","143","9.08","63.6","63.8","63.8","63.2","13.2","2.41","    ","    ","    ","    ","    "
="6225","天瀚","市","06/23","    ","3","0","0%","12","0.04","3","3","3","3","","100","    ","    ","    ","    ","    "
="6226","光鼎","市","06/23","    ","7.96","-0.04","-0.5%","112","0.89","8","8.01","8.01","7.88","10.5","0.77","    ","    ","    ","    ","    "
="6230","超眾","市","06/23","    ","129.5","-1.5","-1.15%","943","123","131","131.5","132","129","13.3","2.96","    ","    ","    ","    ","    "
="6235","華孚","市","06/23","    ","20.15","-0.05","-0.25%","273","5.51","20.2","20.3","20.3","20.15","2.58","1.37","    ","    ","    ","    ","    "
="6239","力成","市","06/23","    ","95.1","+0.5","+0.53%","2,949","280","94.6","94.6","95.5","93.9","14.6","2.01","    ","    ","    ","    ","    "
="6243","迅杰","市","06/23","    ","13.4","-0.1","-0.74%","155","2.07","13.5","13.45","13.5","13.3","","1.47","    ","    ","    ","    ","    "
="6251","定穎","市","06/23","    ","9.21","-0.04","-0.43%","434","3.99","9.25","9.2","9.24","9.17","132","0.63","    ","    ","    ","    ","    "
="6257","矽格","市","06/23","    ","27.25","-0.1","-0.37%","350","9.54","27.35","27.3","27.35","27.2","12.1","1.2","    ","    ","    ","    ","    "
="6269","台郡","市","06/23","    ","116.5","-3","-2.51%","4,165","490","119.5","118","119","116.5","15.9","2.08","    ","    ","    ","    ","    "
="6271","同欣電","市","06/23","    ","120","-2","-1.64%","324","38.9","122","122","122","119","22.4","1.89","    ","    ","    ","    ","    "
="6277","宏正","市","06/23","    ","84.3","-0.1","-0.12%","73","6.17","84.4","84.1","84.4","84","13.4","2.69","    ","    ","    ","    ","    "
="6278","台表科","市","06/23","    ","25.3","+0.05","+0.2%","203","5.11","25.25","25.3","25.35","25.1","16.5","0.68","    ","    ","    ","    ","    "
="6281","全國電","市","06/23","    ","61.3","+0.1","+0.16%","33","2.02","61.2","61.4","61.4","61.2","14.2","2.42","    ","    ","    ","    ","    "
="6282","康舒","市","06/23","    ","22.95","+0.05","+0.22%","1,047","24.1","22.9","22.9","23.1","22.9","27.6","1.46","    ","    ","    ","    ","    "
="6283","淳安","市","06/23","    ","60.5","-1.9","-3.04%","2,286","139","62.4","62.5","63.4","59.8","74.7","5.53","    ","    ","    ","    ","    "
="6285","啟碁","市","06/23","    ","89.7","0","0%","715","64.2","89.7","89.8","90.3","89.4","15","2.34","    ","    ","    ","    ","    "
="6289","華上","市","06/23","    ","2.18","+0.02","+0.93%","265","0.55","2.16","2.16","2.18","2.05","","3.63","    ","    ","    ","    ","    "
="6405","悅城","市","06/23","    ","17.9","+0.9","+5.29%","111","1.93","17","17.15","17.9","16.75","","0.63","    ","    ","    ","    ","    "
="6409","旭隼","市","06/23","    ","523","-4","-0.76%","50","25.9","527","526","526","520","29.1","9.09","    ","    ","    ","    ","    "
="6412","群電","市","06/23","    ","62.2","-0.2","-0.32%","1,999","122","62.4","62.8","62.8","60.1","16.4","3.02","    ","    ","    ","    ","    "
="6414","樺漢","市","06/23","    ","375.5","-5","-1.31%","559","212","380.5","383","385","375","29.2","4.91","    ","    ","    ","    ","    "
="6415","矽力-KY","市","06/23","    ","574","-1","-0.17%","67","38.6","575","580","580","573","30.9","5.59","    ","    ","    ","    ","    "
="6422","君耀-KY","市","06/23","    ","69.1","-0.5","-0.72%","83","5.78","69.6","69.5","69.7","69","10.8","1.92","    ","    ","    ","    ","    "
="6431","光麗-KY","市","06/23","    ","10.8","+0.05","+0.47%","138","1.5","10.75","10.75","11","10.75","","0.92","    ","    ","    ","    ","    "
="6442","光聖","市","06/23","    ","49.35","-0.65","-1.3%","210","10.4","50","50.4","50.4","49.35","13.2","1.45","    ","    ","    ","    ","    "
